x,y
-1.7148160424389376,15.148751199428073
-1.6801732941068377,14.300982901318745
-1.645530545774738,13.766526344096107
-1.6108877974426385,13.278250912775407
-1.5762450491105386,12.29096231963474
-1.5416023007784387,11.681804092389806
-1.506959552446339,11.461212030316743
-1.4723168041142394,10.740713318911519
-1.4376740557821397,9.959537122458258
-1.4030313074500398,9.65173852396787
-1.36838855911794,8.963176919751145
-1.3337458107858404,8.497448786610382
-1.2991030624537407,8.1950930851605
-1.2644603141216408,7.340803738588789
-1.229817565789541,6.975180659553041
-1.1951748174574415,6.823658829390959
-1.1605320691253418,6.368062649863841
-1.1258893207932419,6.285874437583201
-1.091246572461142,5.711033310542864
-1.0566038241290423,5.296351466494151
-1.0219610757969426,5.5740312073462785
-0.9873183274648429,4.953115215181496
-0.952675579132743,4.743799892152635
-0.9180328308006435,4.191408493505266
-0.8833900824685436,4.126981288423642
-0.8487473341364439,4.0303839664242584
-0.8141045858043441,3.5626007203232932
-0.7794618374722444,3.6642242286471114
-0.7448190891401446,3.2763644777559926
-0.7101763408080449,3.1561310279551424
-0.6755335924759451,2.922133928948852
-0.6408908441438455,3.2504325830528793
-0.6062480958117457,2.7237540972777348
-0.5716053474796459,2.3698519039426005
-0.5369625991475462,2.6088069912873717
-0.5023198508154463,2.070506359894157
-0.46767710248334665,2.233818212137705
-0.43303435415124686,1.6840057242479562
-0.3983916058191472,1.700261548256061
-0.36374885748704733,1.9008460379059076
-0.32910610915494753,1.9099198037457359
-0.294463360822848,1.7020025160251007
-0.25982061249074817,1.554433631157347
-0.22517786415864838,1.4311017830279305
-0.19053511582654856,1.1129052861753796
-0.155892367494449,1.1850694232685735
-0.1212496191623492,1.1601043711269812
-0.08660687083024939,1.3892499417580313
-0.05196412249814957,1.174186637672158
-0.017321374166049747,0.6821915152779796
0.017321374166049768,1.0303173315422345
0.051964122498149586,0.8202252090602048
0.08660687083024941,0.6943246102505805
0.12124961916234923,0.8849342825309398
0.15589236749444876,0.90181843466413
0.19053511582654856,0.8147407420839325
0.22517786415864838,0.39308164622180963
0.25982061249074817,0.430835284701853
0.2944633608228477,0.4897435335228159
0.32910610915494753,0.5482321104388743
0.36374885748704733,0.1855086677318927
0.3983916058191472,0.17079975495485117
0.4330343541512467,-0.08859002256703247
0.4676771024833465,-0.18386139134181986
0.5023198508154463,0.13835612089447846
0.5369625991475462,0.16515893925382247
0.571605347479646,-0.2050108969142724
0.6062480958117454,-0.07716024979021266
0.6408908441438453,-0.29568372905880835
0.6755335924759451,-0.5902027648412265
0.7101763408080449,-0.4852186049714672
0.7448190891401445,-0.34947724430900834
0.7794618374722443,-0.7672110333304608
0.8141045858043441,-0.5535489455563529
0.8487473341364439,-1.500414908905491
0.8833900824685434,-0.9257053655179666
0.9180328308006432,-1.1899932346933957
0.952675579132743,-1.3882723706563271
0.9873183274648429,-1.4349827643099262
1.0219610757969424,-1.9795424149065588
1.0566038241290425,-1.758509971648544
1.091246572461142,-1.7795664779345675
1.1258893207932417,-1.6956928337677062
1.1605320691253418,-2.239070035361139
1.1951748174574413,-2.445102835900929
1.2298175657895414,-2.535559128320833
1.2644603141216408,-2.4077077169772507
1.2991030624537403,-2.684346122024018
1.3337458107858404,-3.0190249664907416
1.36838855911794,-2.976994624983748
1.4030313074500396,-3.2303262473643137
1.4376740557821397,-3.2295343501100713
1.4723168041142392,-3.740522618852953
1.5069595524463393,-3.8457088875849608
1.5416023007784387,-4.041756728781914
1.5762450491105384,-4.442158914675296
1.6108877974426385,-4.279172518759905
1.645530545774738,-4.477793256244677
1.6801732941068381,-4.723093338323316
1.7148160424389376,-4.9674756827668105
