x,y
-1.7148160424389376,-0.32386698715279005
-1.6801732941068377,-0.589392091745849
-1.645530545774738,-0.14445154961176065
-1.6108877974426385,0.34518323204005463
-1.5762450491105386,-0.48144426102747584
-1.5416023007784387,-0.4294719296422484
-1.506959552446339,0.5291670790841874
-1.4723168041142394,0.17524215840509533
-1.4376740557821397,-0.39124827664068584
-1.4030313074500398,0.16673306061792276
-1.36838855911794,-0.2842916850831414
-1.3337458107858404,-0.23348359296388896
-1.2991030624537407,0.17232654210240583
-1.2644603141216408,-0.8533305935113602
-1.229817565789541,-0.7071852649408277
-1.1951748174574415,-0.07390599080664856
-1.1605320691253418,-0.24721366385522459
-1.1258893207932419,0.468289685107774
-1.091246572461142,-0.09088189645231853
-1.0566038241290423,-0.2910575868612093
-1.0219610757969426,1.1998827707653632
-0.9873183274648429,0.4061343585594678
-0.952675579132743,0.6047507336448472
-0.9180328308006435,-0.08942333930769353
-0.8833900824685436,0.4027235140345933
-0.8487473341364439,0.7823402936502671
-0.8141045858043441,0.20334633258233248
-0.7794618374722444,1.0186562529644694
-0.7448190891401446,0.5824520213303807
-0.7101763408080449,0.7888886138912943
-0.6755335924759451,0.6858463051713839
-0.6408908441438455,1.9648028260387007
-0.6062480958117457,1.0838792439134144
-0.5716053474796459,0.6137365143025812
-0.5369625991475462,1.6058285573302753
-0.5023198508154463,0.6360983987913196
-0.46767710248334665,1.4029161437773576
-0.43303435415124686,0.37061340683324195
-0.3983916058191472,0.738319566822064
-0.36374885748704733,1.5528073317039908
-0.32910610915494753,1.8755741262652839
-0.294463360822848,1.6439890993607131
-0.25982061249074817,1.5524449400697575
-0.22517786415864838,1.511681355967383
-0.19053511582654856,0.9749363310764634
-0.15589236749444904,1.406239344560972
-0.12124961916234922,1.5878061857765824
-0.0866068708302494,2.398650806864084
-0.05196412249814958,2.093862961037006
-0.017321374166049758,1.0924978610695584
0.017321374166049758,2.188024045946472
0.05196412249814958,1.8854050435390661
0.0866068708302494,1.7914493060923948
0.12124961916234922,2.4877125731639578
0.15589236749444874,2.7493383124896487
0.19053511582654856,2.7514427332979223
0.22517786415864838,1.9181580346266534
0.25982061249074817,2.235124730810515
0.2944633608228477,2.6073267569360534
0.32910610915494753,2.981431727293601
0.36374885748704733,2.306036167307926
0.3983916058191472,2.504757920396812
0.4330343541512467,2.096384044223856
0.4676771024833465,2.103412341684684
0.5023198508154463,3.1597426874202683
0.5369625991475462,3.4835639130067304
0.571605347479646,2.8214029604293023
0.6062480958117454,3.4111385926636304
0.6408908441438453,3.142154278739585
0.6755335924759451,2.6907405114113554
0.7101763408080449,3.2459623139662743
0.7448190891401445,3.8862469169432012
0.7794618374722443,3.1512797366533905
0.8141045858043441,4.003478706613519
0.8487473341364439,1.9632484491597937
0.8833900824685434,3.736036375890427
0.9180328308006432,3.4205727803200507
0.952675579132743,3.279509693466181
0.9873183274648429,3.5268578794650156
1.0219610757969424,2.5391571563949675
1.0566038241290425,3.475069792274808
1.091246572461142,3.8154261444475863
1.1258893207932417,4.427781003560621
1.1605320691253418,3.481662994551189
1.1951748174574413,3.3885154247395683
1.2298175657895414,3.593847826892044
1.2644603141216408,4.3543915300334985
1.2991030624537403,4.113030148510452
1.3337458107858404,3.735738614295241
1.36838855911794,4.309216555233588
1.4030313074500396,4.153085735849079
1.4376740557821397,4.640833578939654
1.4723168041142392,3.857448659232683
1.5069595524463393,4.096608255370625
1.5416023007784387,4.116349374601579
1.5762450491105384,3.6326100995997486
1.6108877974426385,4.564391834696246
1.645530545774738,4.5988234547520515
1.6801732941068381,4.522816669481487
1.7148160424389376,4.454930496970833
